,date,quarter,department,day,team,targeted_productivity,smv,wip,over_time,incentive,idle_time,idle_men,no_of_style_change,no_of_workers,actual_productivity
449,1/26/2015,Quarter4,finishing ,Monday,12,0.7,4.08,N/A,1620,0,0.0,0,0,9.0,0.769292929
450,1/26/2015,Quarter4,sweing,Monday,5,0.75,20.4,1118.0,10320,56,0.0,0,0,58.0,0.750031447
451,1/26/2015,Quarter4,sweing,Monday,9,0.7,29.12,1143.0,10440,40,0.0,0,0,58.0,0.70061442
452,1/26/2015,Quarter4,sweing,Monday,12,0.7,15.26,1337.0,6120,40,0.0,0,0,34.0,0.70043672
453,1/26/2015,Quarter4,finishing ,Monday,7,0.65,3.94,N/A,1440,0,0.0,0,0,8.0,0.646306818
454,1/26/2015,Quarter4,sweing,Monday,8,0.6,15.09,1519.0,360,23,0.0,0,0,52.0,0.600143365
455,1/26/2015,Quarter4,sweing,Monday,11,0.35,28.08,749.0,10260,23,0.0,0,0,57.0,0.350066986
456,1/27/2015,Quarter4,sweing,Tuesday,2,0.75,22.52,1635.0,6840,119,0.0,0,0,57.0,1.000230409
457,1/27/2015,Quarter4,sweing,Tuesday,3,0.75,22.52,1299.0,6840,119,0.0,0,0,57.0,1.000230409
458,1/27/2015,Quarter4,finishing ,Tuesday,10,0.8,3.94,N/A,1440,0,0.0,0,0,12.0,0.979527778
459,1/27/2015,Quarter4,finishing ,Tuesday,4,0.8,4.3,N/A,1440,0,0.0,0,0,12.0,0.940625
460,1/27/2015,Quarter4,finishing ,Tuesday,5,0.5,4.15,N/A,1440,0,0.0,0,0,12.0,0.926388889
461,1/27/2015,Quarter4,sweing,Tuesday,10,0.8,22.52,1134.0,6720,70,0.0,0,0,56.0,0.900129762
462,1/27/2015,Quarter4,finishing ,Tuesday,3,0.75,3.94,N/A,1440,0,0.0,0,0,12.0,0.861875
463,1/27/2015,Quarter4,sweing,Tuesday,4,0.8,22.52,1106.0,6780,60,0.0,0,0,56.5,0.850312684
464,1/27/2015,Quarter4,finishing ,Tuesday,8,0.65,3.94,N/A,960,0,0.0,0,0,8.0,0.845458333
465,1/27/2015,Quarter4,finishing ,Tuesday,12,0.7,4.15,N/A,1080,0,0.0,0,0,9.0,0.823555556
466,1/27/2015,Quarter4,finishing ,Tuesday,7,0.5,4.15,N/A,960,0,0.0,0,0,8.0,0.803541667
467,1/27/2015,Quarter4,sweing,Tuesday,1,0.75,22.94,1871.0,6960,55,0.0,0,0,58.0,0.800263218
468,1/27/2015,Quarter4,finishing ,Tuesday,2,0.75,3.94,N/A,1200,0,0.0,0,0,10.0,0.788
469,1/27/2015,Quarter4,finishing ,Tuesday,1,0.75,3.94,N/A,1200,0,0.0,0,0,10.0,0.77815
470,1/27/2015,Quarter4,sweing,Tuesday,9,0.7,29.12,1294.0,6960,50,0.0,0,0,58.0,0.700386207
471,1/27/2015,Quarter4,sweing,Tuesday,12,0.7,15.26,1462.0,4080,40,0.0,0,0,34.0,0.700164706
472,1/27/2015,Quarter4,sweing,Tuesday,8,0.65,15.09,976.0,240,23,0.0,0,0,52.0,0.650307143
473,1/27/2015,Quarter4,sweing,Tuesday,6,0.8,30.4,338.0,3840,34,0.0,0,0,32.0,0.622828125
474,1/27/2015,Quarter4,finishing ,Tuesday,6,0.8,2.9,N/A,960,0,0.0,0,0,8.0,0.6225
475,1/27/2015,Quarter4,sweing,Tuesday,5,0.5,20.79,1455.0,6960,30,0.0,0,0,58.0,0.500035345
476,1/27/2015,Quarter4,sweing,Tuesday,11,0.5,48.18,1282.0,6480,23,0.0,0,0,54.0,0.37046657
477,1/28/2015,Quarter4,sweing,Wednesday,2,0.8,22.52,1559.0,6840,90,0.0,0,0,57.0,1.000230409
478,1/28/2015,Quarter4,sweing,Wednesday,3,0.8,22.52,1350.0,6840,113,0.0,0,0,57.0,1.000230409
479,1/28/2015,Quarter4,finishing ,Wednesday,6,0.35,2.9,N/A,1800,0,0.0,0,0,15.0,0.977555556
480,1/28/2015,Quarter4,finishing ,Wednesday,1,0.75,3.94,N/A,1200,0,0.0,0,0,10.0,0.9456
481,1/28/2015,Quarter4,finishing ,Wednesday,2,0.8,3.94,N/A,1800,0,0.0,0,0,15.0,0.902222222
482,1/28/2015,Quarter4,sweing,Wednesday,10,0.8,22.52,1175.0,6720,60,0.0,0,0,56.0,0.850532143
483,1/28/2015,Quarter4,sweing,Wednesday,1,0.75,22.94,1868.0,6960,81,0.0,0,0,58.0,0.850362069
484,1/28/2015,Quarter4,finishing ,Wednesday,10,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.840533333
485,1/28/2015,Quarter4,sweing,Wednesday,5,0.6,20.79,1045.0,6960,88,0.0,0,0,58.0,0.800534483
486,1/28/2015,Quarter4,sweing,Wednesday,4,0.8,22.52,1342.0,6780,50,0.0,0,0,56.5,0.800489676
487,1/28/2015,Quarter4,finishing ,Wednesday,12,0.75,4.08,N/A,1080,0,0.0,0,0,9.0,0.755555556
488,1/28/2015,Quarter4,sweing,Wednesday,9,0.7,29.12,1340.0,6960,63,0.0,0,0,58.0,0.750593103
489,1/28/2015,Quarter4,sweing,Wednesday,12,0.75,15.26,1429.0,3600,45,0.0,0,0,35.0,0.750283333
490,1/28/2015,Quarter4,finishing ,Wednesday,4,0.8,4.3,N/A,1440,0,0.0,0,0,12.0,0.722638889
491,1/28/2015,Quarter4,finishing ,Wednesday,8,0.65,4.15,N/A,960,0,0.0,0,0,8.0,0.553333333
492,1/28/2015,Quarter4,sweing,Wednesday,11,0.5,20.1,1413.0,5880,46,0.0,0,0,54.0,0.500567308
493,1/28/2015,Quarter4,sweing,Wednesday,8,0.7,38.09,336.0,6240,0,0.0,0,0,52.0,0.467693269
494,1/28/2015,Quarter4,sweing,Wednesday,6,0.35,18.79,511.0,1800,23,0.0,0,0,32.0,0.437995338
495,1/28/2015,Quarter4,finishing ,Wednesday,7,0.6,3.94,N/A,960,0,0.0,0,0,8.0,0.406354167
496,1/28/2015,Quarter4,sweing,Wednesday,7,0.6,23.54,958.0,6600,0,0.0,0,0,55.0,0.285333333
497,1/28/2015,Quarter4,finishing ,Wednesday,11,0.5,2.9,N/A,960,0,0.0,0,0,8.0,0.259375
498,1/29/2015,Quarter5,sweing,Thursday,2,0.8,22.52,1416.0,6840,113,0.0,0,0,57.0,1.000230409
499,1/29/2015,Quarter5,finishing ,Thursday,4,0.8,4.3,N/A,1200,0,0.0,0,0,10.0,0.989
500,1/29/2015,Quarter5,sweing,Thursday,3,0.8,22.52,1287.0,6840,100,0.0,0,0,57.0,0.950185965
501,1/29/2015,Quarter5,sweing,Thursday,4,0.8,22.52,1444.0,6900,88,0.0,0,0,57.5,0.9008
502,1/29/2015,Quarter5,sweing,Thursday,10,0.8,22.52,1088.0,6720,88,0.0,0,0,56.0,0.900129762
503,1/29/2015,Quarter5,finishing ,Thursday,6,0.5,2.9,N/A,1200,0,0.0,0,0,10.0,0.899
504,1/29/2015,Quarter5,finishing ,Thursday,8,0.65,4.15,N/A,960,0,0.0,0,0,8.0,0.877552083
505,1/29/2015,Quarter5,finishing ,Thursday,11,0.6,2.9,N/A,960,0,0.0,0,0,8.0,0.864583333
506,1/29/2015,Quarter5,finishing ,Thursday,10,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.85695
507,1/29/2015,Quarter5,finishing ,Thursday,1,0.75,3.94,N/A,1200,0,0.0,0,0,10.0,0.853666667
508,1/29/2015,Quarter5,sweing,Thursday,1,0.75,22.94,1579.0,6960,81,0.0,0,0,58.0,0.850362069
509,1/29/2015,Quarter5,sweing,Thursday,9,0.7,29.12,1170.0,6960,53,0.0,0,0,58.0,0.850170115
510,1/29/2015,Quarter5,sweing,Thursday,5,0.65,20.79,1015.0,7080,81,0.0,0,0,59.0,0.800473729
511,1/29/2015,Quarter5,finishing ,Thursday,2,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.773333333
512,1/29/2015,Quarter5,sweing,Thursday,12,0.75,15.26,1436.0,4200,45,0.0,0,0,35.0,0.750646667
513,1/29/2015,Quarter5,finishing ,Thursday,12,0.75,4.08,N/A,1080,0,0.0,0,0,9.0,0.634666667
514,1/29/2015,Quarter5,sweing,Thursday,11,0.6,20.1,1601.0,4320,46,0.0,0,0,51.0,0.60059761
515,1/29/2015,Quarter5,sweing,Thursday,6,0.5,18.79,717.0,3960,23,0.0,0,0,33.0,0.500117677
516,1/29/2015,Quarter5,finishing ,Thursday,3,0.8,3.94,N/A,960,0,0.0,0,0,8.0,0.4925
517,1/29/2015,Quarter5,sweing,Thursday,7,0.65,23.54,830.0,6600,0,0.0,0,0,55.0,0.48792
518,1/31/2015,Quarter5,sweing,Saturday,3,0.8,22.52,1136.0,6960,113,0.0,0,0,58.0,1.000457471
519,1/31/2015,Quarter5,sweing,Saturday,2,0.8,22.52,1397.0,6840,113,0.0,0,0,57.0,1.000230409
520,1/31/2015,Quarter5,finishing ,Saturday,2,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.971866667
521,1/31/2015,Quarter5,finishing ,Saturday,3,0.8,3.94,N/A,960,0,0.0,0,0,8.0,0.971866667
522,1/31/2015,Quarter5,finishing ,Saturday,4,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.971866667
523,1/31/2015,Quarter5,finishing ,Saturday,10,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.971866667
524,1/31/2015,Quarter5,finishing ,Saturday,1,0.75,3.94,N/A,1800,0,0.0,0,0,15.0,0.971866667
525,1/31/2015,Quarter5,finishing ,Saturday,9,0.75,3.94,N/A,240,0,0.0,0,0,2.0,0.971866667
526,1/31/2015,Quarter5,finishing ,Saturday,12,0.75,4.08,N/A,1080,0,0.0,0,0,9.0,0.971866667
527,1/31/2015,Quarter5,finishing ,Saturday,5,0.7,3.94,N/A,240,0,0.0,0,0,2.0,0.971866667
528,1/31/2015,Quarter5,finishing ,Saturday,7,0.7,3.94,N/A,1200,0,0.0,0,0,10.0,0.971866667
529,1/31/2015,Quarter5,finishing ,Saturday,8,0.65,3.94,N/A,960,0,0.0,0,0,8.0,0.971866667
530,1/31/2015,Quarter5,finishing ,Saturday,11,0.65,3.94,N/A,600,0,0.0,0,0,5.0,0.971866667
531,1/31/2015,Quarter5,finishing ,Saturday,6,0.6,3.94,N/A,1200,0,0.0,0,0,10.0,0.971866667
532,1/31/2015,Quarter5,sweing,Saturday,10,0.8,22.52,1116.0,6720,93,0.0,0,0,56.0,0.920236905
533,1/31/2015,Quarter5,sweing,Saturday,4,0.8,22.52,1432.0,6660,88,0.0,0,0,57.5,0.900537069
534,1/31/2015,Quarter5,sweing,Saturday,9,0.75,29.12,1082.0,6840,81,0.0,0,0,57.0,0.850610526
535,1/31/2015,Quarter5,sweing,Saturday,1,0.75,22.94,1502.0,6960,81,0.0,0,0,58.0,0.850362069
536,1/31/2015,Quarter5,sweing,Saturday,12,0.75,15.26,1209.0,4200,45,0.0,0,0,35.0,0.750646667
537,1/31/2015,Quarter5,sweing,Saturday,5,0.7,50.89,282.0,5880,56,0.0,0,0,59.0,0.656763743
538,1/31/2015,Quarter5,sweing,Saturday,11,0.65,20.1,1417.0,6480,49,0.0,0,0,54.0,0.650148148
539,1/31/2015,Quarter5,sweing,Saturday,6,0.6,18.79,799.0,3960,23,0.0,0,0,33.0,0.600710606
540,1/31/2015,Quarter5,sweing,Saturday,7,0.7,23.54,1109.0,6720,0,0.0,0,0,56.0,0.388830357
541,1/31/2015,Quarter5,sweing,Saturday,8,0.5,23.54,1144.0,6480,0,0.0,0,0,54.0,0.286984568
542,2/1/2015,Quarter1,finishing ,Sunday,8,0.65,4.15,N/A,960,0,0.0,0,0,8.0,1.0115625
543,2/1/2015,Quarter1,sweing,Sunday,2,0.8,22.52,1396.0,6900,113,0.0,0,0,57.5,1.000671304
544,2/1/2015,Quarter1,sweing,Sunday,1,0.8,22.94,1582.0,3060,113,0.0,0,0,58.5,1.000402055
545,2/1/2015,Quarter1,finishing ,Sunday,1,0.75,3.94,N/A,2280,0,0.0,0,0,19.0,0.950438596
546,2/1/2015,Quarter1,sweing,Sunday,3,0.8,22.52,1124.0,6840,100,0.0,0,0,57.0,0.950185965
547,2/1/2015,Quarter1,finishing ,Sunday,2,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.912766667
548,2/1/2015,Quarter1,finishing ,Sunday,7,0.7,3.94,N/A,2160,0,0.0,0,0,18.0,0.892194444
549,2/1/2015,Quarter1,finishing ,Sunday,10,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.8865
550,2/1/2015,Quarter1,sweing,Sunday,10,0.8,22.52,1282.0,6720,75,0.0,0,0,56.0,0.850532143
551,2/1/2015,Quarter1,sweing,Sunday,4,0.8,22.52,1472.0,7020,60,0.0,0,0,58.5,0.85011396
552,2/1/2015,Quarter1,finishing ,Sunday,4,0.8,4.3,N/A,1440,0,0.0,0,0,12.0,0.845069444
553,2/1/2015,Quarter1,sweing,Sunday,9,0.75,29.12,1282.0,6960,45,0.0,0,0,58.0,0.750593103
554,2/1/2015,Quarter1,sweing,Sunday,12,0.75,15.26,1276.0,1440,45,0.0,0,0,35.0,0.750450658
555,2/1/2015,Quarter1,finishing ,Sunday,12,0.75,4.08,N/A,1080,0,0.0,0,0,9.0,0.702666667
556,2/1/2015,Quarter1,sweing,Sunday,11,0.7,20.1,1192.0,6120,75,0.0,0,0,54.0,0.700508929
557,2/1/2015,Quarter1,sweing,Sunday,6,0.65,18.79,881.0,3960,26,0.0,0,0,33.0,0.651007071
558,2/1/2015,Quarter1,sweing,Sunday,8,0.6,24.26,1196.0,6600,0,0.0,0,0,55.0,0.466821212
559,2/1/2015,Quarter1,sweing,Sunday,7,0.7,24.26,1400.0,6720,0,0.0,0,0,56.0,0.411553571
560,2/1/2015,Quarter1,finishing ,Sunday,6,0.6,2.9,N/A,1200,0,0.0,0,0,10.0,0.314166667
561,2/2/2015,Quarter1,sweing,Monday,1,0.8,22.94,16882.0,7020,113,0.0,0,0,58.5,1.000602279
562,2/2/2015,Quarter1,finishing ,Monday,9,0.75,3.94,N/A,960,0,0.0,0,0,8.0,0.994270833
563,2/2/2015,Quarter1,sweing,Monday,2,0.8,22.52,21385.0,7020,88,0.0,0,0,58.5,0.900158405
564,2/2/2015,Quarter1,sweing,Monday,3,0.8,22.52,21266.0,6840,70,0.0,0,0,57.0,0.90014152
565,2/2/2015,Quarter1,sweing,Monday,10,0.8,22.52,21540.0,6720,88,0.0,0,0,56.0,0.900129762
566,2/2/2015,Quarter1,finishing ,Monday,10,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.85695
567,2/2/2015,Quarter1,finishing ,Monday,4,0.8,4.3,N/A,1440,0,0.0,0,0,12.0,0.809236111
568,2/2/2015,Quarter1,sweing,Monday,12,0.8,15.26,12261.0,3600,63,0.0,0,0,35.0,0.800401961
569,2/2/2015,Quarter1,sweing,Monday,4,0.8,22.52,23122.0,5940,50,0.0,0,0,56.5,0.800393224
570,2/2/2015,Quarter1,sweing,Monday,9,0.75,29.12,8992.0,6960,55,0.0,0,0,58.0,0.799963218
571,2/2/2015,Quarter1,finishing ,Monday,12,0.75,4.08,N/A,1080,0,0.0,0,0,9.0,0.740444444
572,2/2/2015,Quarter1,sweing,Monday,11,0.7,20.55,9792.0,6480,60,0.0,0,0,54.0,0.700398148
573,2/2/2015,Quarter1,sweing,Monday,6,0.7,18.79,2984.0,3960,30,0.0,0,0,33.0,0.700354545
574,2/2/2015,Quarter1,finishing ,Monday,8,0.65,4.15,N/A,960,0,0.0,0,0,8.0,0.561979167
575,2/2/2015,Quarter1,finishing ,Monday,1,0.75,3.94,N/A,2280,0,0.0,0,0,19.0,0.504596491
576,2/2/2015,Quarter1,sweing,Monday,5,0.5,30.1,839.0,6960,0,0.0,0,0,58.0,0.500801724
577,2/2/2015,Quarter1,sweing,Monday,7,0.7,24.26,2698.0,6720,0,0.0,0,0,56.0,0.295307738
578,2/2/2015,Quarter1,finishing ,Monday,6,0.6,2.9,N/A,1200,0,0.0,0,0,10.0,0.280333333
579,2/2/2015,Quarter1,sweing,Monday,8,0.65,24.26,1435.0,6600,0,0.0,0,0,55.0,0.260978788
580,2/3/2015,Quarter1,finishing ,Tuesday,2,0.8,3.94,N/A,2400,0,0.0,0,0,20.0,1.001416667
581,2/3/2015,Quarter1,sweing,Tuesday,1,0.8,22.52,1500.0,6900,113,0.0,0,0,57.5,1.000018551
582,2/3/2015,Quarter1,sweing,Tuesday,10,0.8,22.52,1188.0,6720,90,0.0,0,0,56.0,0.999995238
583,2/3/2015,Quarter1,finishing ,Tuesday,1,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.99485
584,2/3/2015,Quarter1,finishing ,Tuesday,8,0.7,4.15,N/A,960,0,0.0,0,0,8.0,0.976979167
585,2/3/2015,Quarter1,sweing,Tuesday,3,0.8,22.52,1112.0,6840,100,0.0,0,0,57.0,0.950185965
586,2/3/2015,Quarter1,sweing,Tuesday,2,0.8,22.52,1452.0,6960,100,0.0,0,0,58.0,0.949981609
587,2/3/2015,Quarter1,finishing ,Tuesday,9,0.75,3.94,N/A,1320,0,0.0,0,0,11.0,0.919954545
588,2/3/2015,Quarter1,sweing,Tuesday,4,0.8,22.52,340.0,5460,63,0.0,0,0,56.5,0.800434622
589,2/3/2015,Quarter1,sweing,Tuesday,12,0.8,15.26,1029.0,2040,50,0.0,0,0,35.0,0.800259023
590,2/3/2015,Quarter1,finishing ,Tuesday,12,0.8,4.08,N/A,1080,0,0.0,0,0,9.0,0.778222222
591,2/3/2015,Quarter1,sweing,Tuesday,9,0.75,29.12,1070.0,6960,34,0.0,0,0,58.0,0.750593103
592,2/3/2015,Quarter1,sweing,Tuesday,11,0.7,25.31,946.0,5760,60,0.0,0,0,54.0,0.700513566
593,2/3/2015,Quarter1,sweing,Tuesday,6,0.7,18.79,913.0,4020,30,0.0,0,0,33.5,0.700184577
594,2/3/2015,Quarter1,sweing,Tuesday,8,0.7,24.26,1363.0,6660,0,0.0,0,0,55.5,0.586465465
595,2/3/2015,Quarter1,sweing,Tuesday,7,0.7,24.26,1639.0,6720,0,0.0,0,0,56.0,0.541517857
596,2/3/2015,Quarter1,finishing ,Tuesday,4,0.8,4.3,N/A,1440,0,0.0,0,0,12.0,0.5375
597,2/3/2015,Quarter1,finishing ,Tuesday,6,0.7,2.9,N/A,960,0,0.0,0,0,8.0,0.495416667
598,2/3/2015,Quarter1,sweing,Tuesday,5,0.6,30.1,415.0,6960,0,0.0,0,0,58.0,0.415172414
599,2/4/2015,Quarter1,sweing,Wednesday,2,0.8,22.52,1263.0,6900,100,0.0,0,0,57.5,1.05028058
600,2/4/2015,Quarter1,sweing,Wednesday,3,0.8,22.52,968.0,6840,113,0.0,0,0,57.0,1.000230409
601,2/4/2015,Quarter1,sweing,Wednesday,10,0.8,22.52,1108.0,6720,113,0.0,0,0,56.0,0.999995238
602,2/4/2015,Quarter1,finishing,Wednesday,2,0.8,3.94,N/A,2160,0,0.0,0,0,18.0,0.966759259
603,2/4/2015,Quarter1,finishing,Wednesday,1,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.929183333
604,2/4/2015,Quarter1,finishing,Wednesday,8,0.7,4.15,N/A,3000,0,0.0,0,0,25.0,0.915766667
605,2/4/2015,Quarter1,sweing,Wednesday,1,0.8,22.52,1532.0,6900,88,0.0,0,0,57.5,0.900147246
606,2/4/2015,Quarter1,sweing,Wednesday,12,0.8,15.26,1094.0,4080,38,0.0,0,0,34.0,0.800401961
607,2/4/2015,Quarter1,sweing,Wednesday,9,0.8,22.52,1086.0,6960,50,0.0,0,0,58.0,0.799963218
608,2/4/2015,Quarter1,finishing,Wednesday,7,0.7,3.94,N/A,960,0,0.0,0,0,8.0,0.779791667
609,2/4/2015,Quarter1,finishing,Wednesday,9,0.75,3.94,N/A,960,0,0.0,0,0,8.0,0.755166667
610,2/4/2015,Quarter1,sweing,Wednesday,6,0.7,18.79,941.0,3360,30,0.0,0,0,33.0,0.700710417
611,2/4/2015,Quarter1,sweing,Wednesday,7,0.7,24.26,1471.0,6960,0,0.0,0,0,58.0,0.700612069
612,2/4/2015,Quarter1,sweing,Wednesday,11,0.7,10.05,1042.0,6120,60,0.0,0,0,53.0,0.700278846
613,2/4/2015,Quarter1,sweing,Wednesday,8,0.7,29.12,1248.0,6840,0,0.0,0,0,57.0,0.700135088
614,2/4/2015,Quarter1,finishing ,Wednesday,12,0.8,4.08,N/A,1080,0,0.0,0,0,9.0,0.687555556
615,2/4/2015,Quarter1,sweing,Wednesday,5,0.65,30.1,326.0,5820,0,90.0,10,0,58.5,0.650834808
616,2/4/2015,Quarter1,finishing,Wednesday,6,0.7,2.9,N/A,960,0,0.0,0,0,8.0,0.531666667
617,2/4/2015,Quarter1,sweing,Wednesday,4,0.35,30.1,287.0,6060,23,150.0,15,0,55.5,0.350706422
618,2/5/2015,Quarter1,sweing,Thursday,2,0.8,22.52,1300.0,6780,113,0.0,0,0,56.5,1.000446018
619,2/5/2015,Quarter1,sweing,Thursday,1,0.8,22.52,1485.0,6900,113,0.0,0,0,57.5,1.000018551
620,2/5/2015,Quarter1,sweing,Thursday,10,0.8,22.52,1039.0,6720,113,0.0,0,0,56.0,0.999995238
621,2/5/2015,Quarter1,finishing,Thursday,2,0.8,3.94,N/A,2640,0,0.0,0,0,22.0,0.999924242
622,2/5/2015,Quarter1,sweing,Thursday,3,0.8,22.52,1063.0,6840,100,0.0,0,0,57.0,0.950185965
623,2/5/2015,Quarter1,finishing,Thursday,6,0.7,2.9,N/A,960,0,0.0,0,0,8.0,0.9425
624,2/5/2015,Quarter1,finishing,Thursday,12,0.8,4.08,N/A,1080,0,0.0,0,0,9.0,0.906666667
625,2/5/2015,Quarter1,finishing,Thursday,7,0.7,3.94,N/A,1200,0,0.0,0,0,10.0,0.8471
626,2/5/2015,Quarter1,finishing,Thursday,1,0.8,3.94,N/A,1440,0,0.0,0,0,12.0,0.845458333
627,2/5/2015,Quarter1,sweing,Thursday,12,0.8,15.26,1083.0,720,38,0.0,0,0,34.0,0.800612676
628,2/5/2015,Quarter1,sweing,Thursday,9,0.8,29.12,1069.0,6960,50,0.0,0,0,58.0,0.799963218
629,2/5/2015,Quarter1,finishing,Thursday,10,0.8,3.94,N/A,960,0,0.0,0,0,8.0,0.771583333
630,2/5/2015,Quarter1,sweing,Thursday,11,0.75,10.05,668.0,2520,34,0.0,0,0,26.0,0.7504
631,2/5/2015,Quarter1,sweing,Thursday,6,0.7,18.79,766.0,2760,30,0.0,0,0,33.0,0.700079032
632,2/5/2015,Quarter1,sweing,Thursday,5,0.7,30.1,557.0,6960,0,0.0,0,0,58.0,0.562212644
633,2/5/2015,Quarter1,sweing,Thursday,7,0.07,24.26,1608.0,6960,0,0.0,0,0,58.0,0.522844828
634,2/5/2015,Quarter1,sweing,Thursday,4,0.5,30.1,417.0,6360,23,0.0,0,1,53.0,0.500720126
635,2/5/2015,Quarter1,sweing,Thursday,8,0.7,24.26,1167.0,6840,0,0.0,0,0,57.0,0.496549708
636,2/7/2015,Quarter1,finishing,Saturday,2,0.8,3.94,N/A,3000,0,0.0,0,0,25.0,1.050666667
637,2/7/2015,Quarter1,sweing,Saturday,2,0.8,22.52,1186.0,6900,113,0.0,0,0,58.0,1.000018551
638,2/7/2015,Quarter1,sweing,Saturday,3,0.8,22.52,1060.0,6840,100,0.0,0,0,57.0,0.950185965
639,2/7/2015,Quarter1,sweing,Saturday,1,0.8,22.52,1534.0,6780,88,0.0,0,0,57.0,0.900135693
640,2/7/2015,Quarter1,sweing,Saturday,10,0.8,22.52,1142.0,6720,88,0.0,0,0,56.0,0.900129762
641,2/7/2015,Quarter1,finishing,Saturday,12,0.8,4.08,N/A,1080,0,0.0,0,0,9.0,0.899111111
642,2/7/2015,Quarter1,finishing,Saturday,1,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.870083333
643,2/7/2015,Quarter1,finishing,Saturday,6,0.75,2.9,N/A,960,0,0.0,0,0,8.0,0.845833333
644,2/7/2015,Quarter1,sweing,Saturday,12,0.8,15.26,1021.0,4080,63,0.0,0,0,34.0,0.800401961
645,2/7/2015,Quarter1,sweing,Saturday,9,0.8,29.12,829.0,6960,50,0.0,0,0,58.0,0.799963218
646,2/7/2015,Quarter1,finishing,Saturday,9,0.8,3.94,N/A,960,0,0.0,0,0,8.0,0.771583333
647,2/7/2015,Quarter1,sweing,Saturday,6,0.75,18.79,813.0,1560,34,0.0,0,0,33.0,0.750520115
648,2/7/2015,Quarter1,sweing,Saturday,11,0.75,10.05,677.0,3240,45,0.0,0,0,27.0,0.750027778
649,2/7/2015,Quarter1,finishing,Saturday,7,0.7,3.94,N/A,1200,0,0.0,0,0,10.0,0.715766667
650,2/7/2015,Quarter1,sweing,Saturday,7,0.7,24.26,658.0,6960,0,270.0,45,0,58.0,0.662270115
651,2/7/2015,Quarter1,sweing,Saturday,4,0.6,30.1,486.0,6780,30,0.0,0,1,57.0,0.600224189
652,2/7/2015,Quarter1,sweing,Saturday,5,0.7,30.1,687.0,7500,0,0.0,0,0,59.0,0.545657673
653,2/7/2015,Quarter1,finishing,Saturday,4,0.8,4.3,N/A,960,0,0.0,0,0,8.0,0.447916667
654,2/7/2015,Quarter1,sweing,Saturday,8,0.7,24.26,652.0,6840,0,300.0,37,0,57.0,0.365318713
655,2/8/2015,Quarter2,sweing,Sunday,2,0.8,22.52,1233.0,6900,113,0.0,0,0,57.5,1.000018551
656,2/8/2015,Quarter2,finishing,Sunday,7,0.7,4.15,N/A,1440,0,0.0,0,0,12.0,0.928680556
657,2/8/2015,Quarter2,sweing,Sunday,10,0.8,22.52,1388.0,6720,88,0.0,0,0,56.0,0.9008
658,2/8/2015,Quarter2,sweing,Sunday,1,0.8,22.52,1615.0,6780,88,0.0,0,0,56.5,0.900135693
659,2/8/2015,Quarter2,sweing,Sunday,3,0.8,22.52,1283.0,6720,88,0.0,0,0,56.0,0.900129762
660,2/8/2015,Quarter2,finishing,Sunday,1,0.8,3.94,N/A,1200,0,0.0,0,0,10.0,0.893066667
661,2/8/2015,Quarter2,finishing,Sunday,12,0.8,4.08,N/A,1080,0,0.0,0,0,9.0,0.891555556
662,2/8/2015,Quarter2,finishing,Sunday,2,0.8,3.94,N/A,2160,0,0.0,0,0,18.0,0.875555556
663,2/8/2015,Quarter2,finishing,Sunday,8,0.7,4.15,N/A,1800,0,0.0,0,0,15.0,0.840888889
664,2/8/2015,Quarter2,sweing,Sunday,12,0.8,15.26,1026.0,2880,63,0.0,0,0,34.0,0.800355208
665,2/8/2015,Quarter2,sweing,Sunday,9,0.8,29.12,909.0,6960,50,0.0,0,0,58.0,0.799963218
666,2/8/2015,Quarter2,sweing,Sunday,6,0.75,18.79,670.0,3960,34,0.0,0,0,33.0,0.75065101
667,2/8/2015,Quarter2,sweing,Sunday,11,0.75,10.05,629.0,3240,45,0.0,0,0,27.0,0.750027778
668,2/8/2015,Quarter2,sweing,Sunday,5,0.7,30.1,754.0,7020,0,0.0,0,0,58.5,0.700618234
669,2/8/2015,Quarter2,finishing,Sunday,6,0.75,2.9,N/A,960,0,0.0,0,0,8.0,0.610208333
670,2/8/2015,Quarter2,finishing,Sunday,9,0.8,3.94,N/A,960,0,0.0,0,0,8.0,0.607416667
671,2/8/2015,Quarter2,sweing,Sunday,4,0.65,30.1,712.0,6780,44,0.0,0,1,56.5,0.568259587
672,2/8/2015,Quarter2,sweing,Sunday,7,0.7,24.26,148.0,6960,0,0.0,0,0,58.0,0.355534483
673,2/8/2015,Quarter2,sweing,Sunday,8,0.7,24.26,154.0,6840,0,0.0,0,0,57.0,0.353259649
